year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,290,<191,0>,<202,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,290,<169,0>,<180,41>)",8
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37379,1402,<912,0>,<938,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10755,1402,<281,0>,<307,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobData.java|(2910,210,<81,0>,<92,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobData.java|(3076,210,<84,0>,<95,1>)",6
2007,base.trunk.src.org.hsqldb.test,TestMultiInsert,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(2198,144,<55,0>,<63,47>)",base.trunk.src.org.hsqldb.test,TestLobs,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLobs.java|(2016,144,<51,0>,<59,47>)",5
2007,base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(4740,248,<175,0>,<185,41>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5076,248,<192,0>,<202,41>)",7
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3778,248,<135,0>,<145,41>)",base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(3229,116,<110,0>,<116,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(3622,116,<118,0>,<124,9>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,198,<56,0>,<65,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,198,<49,0>,<58,5>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcResultSetTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(4304,152,<112,0>,<118,20>)",base.trunk.test.org.hsqldb.jdbc,jdbcResultSetMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetMetaDataTest.java|(11784,250,<319,0>,<325,52>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(29412,128,<911,0>,<917,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/DateTimeType.java|(13712,129,<464,0>,<471,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(14767,196,<463,0>,<471,31>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(19896,196,<640,0>,<648,31>)",5
2007,base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(20307,129,<617,0>,<624,9>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(29333,128,<907,0>,<913,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug785429,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug785429.java|(4513,299,<137,0>,<147,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3447,299,<101,0>,<111,34>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,NumberSequence,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/NumberSequence.java|(3967,172,<130,0>,<140,31>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,DomainType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/DomainType.java|(4272,206,<140,0>,<151,31>)",7
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(256131,1435,<5979,0>,<6006,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10569,1458,<279,0>,<307,5>)",7
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,451,<169,0>,<188,29>)",base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",14
2007,base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2725,217,<85,0>,<97,9>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(12001,217,<383,0>,<395,9>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(70551,4507,<1782,0>,<1869,24>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(67559,4507,<1683,0>,<1770,24>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(2813,624,<85,0>,<121,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(2822,624,<85,0>,<121,36>)",24
2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4489,506,<166,0>,<188,29>)",base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4604,506,<167,0>,<189,29>)",16
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(23434,117,<622,0>,<629,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(119621,117,<2884,0>,<2891,5>)",5
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)",14
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2010,189,<49,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4356,189,<118,0>,<127,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Grid,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Grid.java|(9073,291,<348,0>,<358,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Tree,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Tree.java|(8398,291,<316,0>,<326,34>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(3437,233,<121,0>,<128,70>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(3948,233,<132,0>,<139,70>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,UtilTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(1687,303,<35,0>,<40,48>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,Util,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/Util.java|(1782,303,<39,0>,<44,48>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BinaryType.java|(2503,149,<67,0>,<75,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(2275,149,<65,0>,<73,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(4087,216,<139,0>,<147,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(4026,216,<135,0>,<143,9>)",6
2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(120076,117,<2890,0>,<2897,5>)",base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(121582,117,<3142,0>,<3149,5>)",5
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(256166,1400,<5980,0>,<6006,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10755,1402,<281,0>,<307,5>)",6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,352,<121,0>,<143,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,352,<99,0>,<121,36>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",7
2007,base.trunk.src.org.hsqldb.test,TestMultiInsert,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(1599,307,<31,0>,<42,34>)",base.trunk.src.org.hsqldb.test,TestMerge,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMerge.java|(1599,307,<31,0>,<42,34>)",9
2007,base.trunk.src.org.hsqldb.test,TestTimestamp,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestTimestamp.java|(1625,178,<33,0>,<38,26>)",base.trunk.src.org.hsqldb.test,TestCacheSize,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestCacheSize.java|(1652,178,<34,0>,<39,26>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3930,158,<120,0>,<126,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,451,<180,0>,<199,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(5043,283,<190,0>,<202,33>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,283,<141,0>,<153,33>)",8
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,238,<46,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2582,189,<65,0>,<74,5>)",7
2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3696,341,<131,0>,<145,41>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3685,341,<131,0>,<145,41>)",10
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4475,506,<166,0>,<188,29>)",base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4489,506,<166,0>,<188,29>)",16
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(3582,217,<116,0>,<128,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,Sort,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/Sort.java|(5417,285,<158,0>,<171,13>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestUtil,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestUtil.java|(23283,143,<701,0>,<710,1>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcScriptedTestCase,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcScriptedTestCase.java|(20038,262,<628,0>,<641,5>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2018,164,<50,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2238,164,<57,0>,<65,5>)",6
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BinaryType.java|(4919,385,<139,0>,<154,21>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/CharacterType.java|(7221,379,<213,0>,<228,21>)",9
2007,base.trunk.src.org.hsqldb.rowio,RowInputBase,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7022,530,<223,0>,<232,48>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(4525,490,<134,0>,<143,44>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,248,<141,0>,<151,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5015,451,<191,0>,<210,29>)",14
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2018,164,<50,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2287,164,<59,0>,<67,5>)",6
2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",14
2007,base.trunk.src.org.hsqldb.test,TestMerge,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMerge.java|(11118,339,<325,0>,<339,45>)",base.trunk.src.org.hsqldb.test,TestSql,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(25095,339,<686,0>,<700,45>)",10
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4062,599,<149,0>,<175,29>)",base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3908,599,<142,0>,<168,29>)",19
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2213,189,<56,0>,<65,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,189,<47,0>,<56,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3696,341,<131,0>,<145,41>)",10
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3868,341,<131,0>,<145,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3696,341,<131,0>,<145,41>)",10
2007,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6744,158,<222,0>,<228,1>)",base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3861,158,<117,0>,<123,1>)",5
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8796,116,<272,0>,<278,9>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5768,116,<181,0>,<187,9>)",5
2007,base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)",base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(3076,116,<107,0>,<113,9>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(6110,291,<203,0>,<215,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(6133,291,<203,0>,<215,5>)",8
2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)",base.trunk.test.org.hsqldb.jdbc,UtilTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11657,173,<276,0>,<283,25>)",5
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37263,1518,<910,0>,<938,5>)",base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19313,1518,<467,0>,<495,5>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(64916,319,<1893,0>,<1909,42>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(33412,319,<1183,0>,<1199,42>)",11
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3266,352,<99,0>,<121,36>)",14
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10720,1437,<280,0>,<307,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1437,<911,0>,<938,5>)",7
